external_gene_name,Nr35.counts,Nr36.counts,Nr37.counts,Nr38.counts
C46H11.3,0,1,5,1
C46H11.7,29,28,33,28
phat-1,51,47,65,47
phat-2,260,159,211,170
C46H11.2,379,330,281,311
C46H11.1,0,0,0,0
fhod-1,2556,2006,1932,2113
vha-16,11035,9609,9645,10180
C30F8.3,51,42,54,53
tag-300,544,548,485,592
chp-1,1955,1865,1735,1967
pas-3,5892,6032,6079,6354
Y110A7A.11,909,826,724,890
aap-1,2859,2584,2356,2771
Y110A7A.15,2804,2670,2597,3115
elpc-1,4985,4599,4050,4855
Y110A7A.8,5648,5450,4594,5643
Y110A7A.7,375,404,396,385
phosphofructokinase,19153,17186,16281,18204
mtm-1,1433,1280,1154,1330
Y110A7A.4,3276,3034,2622,3200
unc-63,238,182,199,226
Y110A7A.2,4,5,10,2
ppw-2,3082,2959,2888,3485
Y110A7A.19,2480,2272,2029,2404
hcp-6,22104,21278,18183,22606
spd-5,16438,15303,13995,16398
F56A3.2,1824,1622,1433,1812
bro-1,89,88,76,94
fncm-1,1181,1057,1033,1222
pde-5,58,43,46,41
osr-1,376,252,246,271
C32E12.4,1053,897,724,927
C32E12.1,4,5,5,3
let-363,25746,23744,21946,25741
B0261.5,5,5,1,2
B0261.1,3251,3041,2515,3112
B0261.7,4563,4271,4198,4678
cln-3.2,789,665,655,723
dhs-1,2010,1887,1801,2047
dnj-4,604,612,486,625
erm-1,22355,21278,20440,21480
C01G8.6,884,775,763,837
let-526,21538,20517,19787,22915
F48C1.4,367,347,305,397
F48C1.3,0,0,0,1
F48C1.5,295,331,280,414
F48C1.6,811,732,752,805
fbxa-145,174,128,122,183
spe-11,3,2,1,1
F48C1.8,9,9,2,9
F55A12.6,10,12,4,6
apm-1,1048,892,879,889
F55A12.5,4657,4382,3870,4661
F55A12.8,3837,3368,3252,3792
dhs-2,944,739,794,740
ppk-1,3428,3264,2970,3341
F55A12.10,415,368,312,417
F55A12.1,2524,2539,2376,2744
pqn-44,5539,5107,4498,5388
C24A11.2,11,10,7,8
C24A11.5,1,0,0,2
C24A11.6,0,0,0,0
C24A11.1,9,12,5,8
frm-4,6969,6173,6067,6917
coq-1,1564,1318,1111,1339
F27C1.6,3613,3412,2890,3511
F27C1.4,93,100,115,113
F27C1.3,91,89,83,80
dpy-5,142,84,191,99
F27C1.1,6,5,1,1
F27C1.10,33,16,14,18
F27C1.11,53,45,37,44
F27C1.13,5,1,3,4
ferl-1,1,0,1,2
hil-8,3,3,8,2
C09D4.4,10696,9732,9135,10314
rpl-19,22349,23822,22795,25523
C09D4.6,1,1,0,0
C09D4.3,10,7,11,11
C09D4.2,657,639,622,574
F59A3.3,875,860,749,906
F59A3.4,3191,2988,3053,3333
F59A3.6,103,104,94,116
F59A3.2,4302,3726,3414,4176
F59A3.7,8,9,6,4
F59A3.8,12,11,3,12
pup-3,371,315,304,416
F59A3.10,0,0,0,0
M01A10.3,4458,4140,4335,4739
M01A10.1,1524,1483,1233,1696
cey-3,17268,16667,16388,18654
M01E11.3,1857,1634,1514,1867
klp-15,4011,4173,3806,4601
M01E11.2,3456,3147,2770,3295
M01E11.1,751,798,710,879
tag-163,7556,6277,6188,6509
tag-83,98,71,73,61
ubl-5,180,157,132,335
vha-10,6809,6158,5342,6247
F46F11.9,6051,5878,5320,6384
F46F11.6,2802,2568,2413,2798
cey-2,44122,45164,44871,47660
F46F11.7,521,399,391,495
F46F11.10,545,463,440,501
F46F11.8,1964,1784,1683,1882
col-53,15,20,19,14
F55F8.2,6357,5294,4811,6073
F55F8.3,2469,2325,2017,2297
cir-1,4030,3843,3113,3980
tag-345,2157,1942,1739,2135
F55F8.6,1311,1325,1261,1312
F55F8.7,3,0,2,4
ptr-10,378,307,328,333
F55F8.8,10,9,10,5
F55F8.9,2664,2556,2447,2821
T19B4.5,3263,2995,2759,3307
dnj-21,222,253,210,270
T19B4.3,1119,1003,1137,1293
unc-40,10949,10136,9666,10865
npp-7,15576,15141,15344,17296
monooxygenase,1128,960,864,949
lim-7,568,469,454,513
C04F1.1,7,7,2,5
F56H1.3,0,1,0,1
nhr-266,1,1,0,2
rpt-5,8961,8724,8149,8962
che-14,294,220,271,237
F56H1.5,4525,4009,3505,4102
T22E7.2,10,5,7,6
T22E7.1,870,674,798,825
hil-5,6533,7010,6606,7761
rnt-1,73,63,61,67
cpb-3,6423,6012,5801,6958
glh-3,2246,2151,1932,2212
mtk-1,11525,10032,8736,10660
srz-4,4,4,0,3
lin-35,7923,7232,6608,7687
C32F10.4,660,564,600,671
hmg-3,7157,6206,5320,7196
nhr-2,1233,1199,1090,1320
obr-4,9080,8315,7552,8995
F33D11.5,17,10,17,15
ceh-12,0,1,0,0
col-54,53,34,43,29
F33D11.6,1,1,0,0
F33D11.2,1,1,0,1
F33D11.7,0,2,0,1
F33D11.1,0,0,0,0
F33D11.8,10,3,4,12
F33D11.9,7652,7247,7000,8106
F33D11.12,2413,2201,2104,2279
F33D11.10,5549,5131,4730,5418
vpr-1,5151,5063,4705,5323
C34G6.5,2179,2022,1857,2166
pgp-2,2149,2039,1826,2061
C34G6.3,2,2,1,0
tyr-4,3431,3125,3091,3465
stam-1,8319,7645,7034,8578
C34G6.1,6799,6376,5933,6831
B0207.5,91,76,58,58
B0207.6,809,785,715,875
air-2,2329,2285,2080,2553
B0207.7,0,2,0,2
B0207.8,0,0,0,0
B0207.2,20,26,22,18
B0207.9,1,0,0,0
B0207.10,1,0,1,0
B0207.11,1,0,0,0
B0207.1,1,0,1,0
Y76G2A.2,2,2,0,0
C06A5.10,2,2,0,0
C06A5.6,3721,3562,3441,3827
C06A5.3,8414,7749,6851,8560
sir-2.4,577,479,427,535
unc-94,5966,5259,4654,5422
C06A5.2,11,7,7,4
C06A5.8,1780,1700,1478,1859
rnf-1,1347,1308,1213,1430
C06A5.1,5941,5829,5422,6153
csn-2,5088,4740,4064,4978
C27A12.4,10,11,14,12
tag-146,2737,2424,2254,2555
C27A12.2,3396,3134,2628,3266
ceh-2,43,61,64,67
C27A12.6,3065,2794,2674,2825
C27A12.7,6786,6172,5646,6730
ari-1,3162,2965,2704,3071
C27A12.9,2490,2393,2283,2690
ZK484.3,3402,3133,2908,3424
ZK484.4,15780,14770,12878,15386
haf-9,1972,1527,1644,1477
ZK484.5,1,6,1,1
ZK484.6,15,13,6,10
ZK484.7,2,0,0,1
nspd-1,0,5,0,2
T27A3.4,0,2,0,2
T27A3.5,0,0,0,2
ssp-16,2,1,0,0
T27A3.6,1106,961,923,1113
T27A3.7,1525,1520,1368,1532
T27A3.2,7341,6828,6434,7375
T27A3.1,10870,9535,8966,10007
opt-3,350,247,286,286
F56F4.4,0,1,0,1
abt-6,0,0,0,0
F56F4.3,0,0,1,0
ttr-55,1,0,1,1
T09B4.5,9553,9038,9513,10705
T09B4.6,10,8,13,10
T09B4.7,3,3,1,5
T09B4.4,161,134,128,139
T09B4.3,7,2,4,3
T09B4.9,2351,2090,1801,2233
chn-1,2176,2012,1970,2187
T09B4.2,1723,1620,1480,1688
T09B4.1,9967,9433,9092,10112
T05E7.3,4191,3775,3602,4174
T05E7.4,80,76,84,82
col-55,0,1,0,0
T05E7.5,1266,1130,828,1156
T05E7.1,183,140,133,161
T08B2.7,39678,37713,36824,39143
T08B2.8,565,563,514,619
frs-1,10058,9680,9024,9812
T08B2.5,22641,20866,19859,24162
rps-17,12136,12580,12394,14958
T08B2.11,252,240,196,290
T08B2.4,5,7,9,8
T08B2.3,5,6,6,5
T08B2.12,0,0,0,0
col-56,16,16,25,9
C48E7.7,0,0,0,0
C48E7.6,1146,999,864,1034
spp-15,849,799,662,915
cof-2,95,56,84,71
lpd-2,1339,1263,874,1302
C48E7.2,2043,1990,1829,2089
C48E7.1,1468,1302,1438,1503
oac-9,2,4,12,2
twk-37,1,0,0,0
ATPase,8126,7905,7378,8058
C10G11.9,0,2,0,2
C10G11.7,18541,17520,17125,18853
C10G11.6,878,877,707,852
pnk-1,12522,10671,9466,12076
srh-49,0,1,1,0
srh-51,0,0,0,0
srh-50,0,0,0,0
C10G11.10,0,1,1,1
C10G11.1,1,1,2,0
col-58,75,37,67,57
srg-14,0,0,0,0
ima-2,19570,19064,19292,21095
F26B1.2,19867,20436,19595,21927
let-381,157,146,121,120
F26B1.1,9,7,7,8
mut-2,5023,4712,3925,4934
K04F10.2,105,68,76,80
K04F10.1,124,99,98,102
K04F10.7,2942,2674,2471,2817
ZC328.2,138,117,111,109
ZC328.1,376,312,315,379
ZC328.5,6,3,13,11
san-1,2989,2626,2272,2729
R10A10.1,0,0,0,0
rbx-2,699,700,629,708
ncbp-1,6726,6135,5660,6670
F37E3.2,8,4,4,7
F37E3.3,1,2,2,2
snt-4,600,565,590,558
npp-12,12327,12138,11553,13278
T23H2.4,88,68,75,74
rab-10,4057,3643,3200,3999
knl-2,6161,5832,4973,6309
acdh-3,4855,4606,4338,4685
K06A5.3,5,2,2,9
K06A5.2,6,12,13,10
cdc-25.1,7797,7394,7046,8257
K06A5.1,2454,2370,2031,2530
K06A5.8,3543,3182,2849,3360
sulp-1,35,34,44,35
dbr-1,1874,1733,1696,1827
mdt-18,1103,977,949,1037
uri-1,3460,3065,2482,3124
acdh-1,66142,58133,56843,63638
C55B7.3,214,153,172,193
C55B7.10,0,0,0,0
gly-2,316,284,270,268
C55B7.11,984,866,816,993
glh-2,7398,6890,6360,8323
T10E9.5,1,0,0,1
T10E9.4,4,8,1,1
T10E9.6,1,0,0,0
nuo-2,4926,4747,5044,5643
T10E9.3,128,85,96,87
T10E9.8,42,53,45,60
T10E9.2,3273,2937,2521,3012
T10E9.1,1365,1253,1129,1325
acdh-4,48,54,35,39
F57B10.8,835,725,590,746
F57B10.9,854,730,666,825
dad-1,2589,2598,2693,3027
tre-1,5231,4736,4326,4983
xpg-1,2471,2210,1879,2385
F57B10.5,1435,1330,1359,1625
bag-1,1074,1000,949,1242
mei-2,5152,4783,4955,5403
F57B10.4,2936,2803,2576,3079
F57B10.3,12885,11607,11278,12318
let-607,6998,6505,6276,7209
try-6,6,8,9,20
F48A9.2,36,31,36,29
F48A9.1,196,158,143,150
D2092.6,32,20,21,27
D2092.5,7793,7180,5914,7339
D2092.4,890,755,721,720
tsp-19,0,2,0,1
D2092.8,32,25,43,35
acr-11,46,45,45,42
ppfr-2,3157,3005,2668,2960
D2092.1,405,279,277,304
try-7,1,5,3,2
ZC581.3,729,550,472,614
ZC581.2,2,1,1,2
ZC581.7,7,5,4,3
nekl-2,300,298,228,307
ZC581.9,131,88,115,81
C17F3.1,0,0,0,0
C17F3.3,0,0,0,2
ckr-1,17,6,13,10
T23B3.5,1,3,0,1
T23B3.6,32,19,31,22
rmd-5,7,6,5,6
T23B3.2,984,788,787,909
W02D3.4,3010,2963,2633,3088
mec-6,304,205,232,205
lbp-6,2795,2640,2532,3009
ant-1.2,0,1,0,1
lbp-5,316,312,218,291
smg-5,1230,1090,1063,1175
dhod-1,2467,2250,1953,2381
W02D3.1,1714,1526,1535,1771
unc-37,6286,5809,5418,6267
gpc-2,891,911,938,1164
F08B6.3,523,438,354,443
F08B6.1,196,194,172,226
acdh-5,7,3,2,3
C37A2.6,74,64,68,86
C37A2.7,6188,7790,7690,7555
pqn-20,11797,11983,10884,13224
C37A2.8,3473,3145,2458,3235
K02F2.5,398,317,318,316
ulp-5,403,428,423,499
tag-203,8638,7841,7438,8505
ser-3,184,150,127,177
K02F2.2,41248,42833,43682,45846
dpf-3,22649,20789,18968,21621
dpy-14,18812,17005,14796,17105
H27M09.5,6,4,7,8
H27M09.3,4540,4199,3705,4699
rpb-5,2497,2472,2588,2878
glh-1,10358,10487,9318,11757
T21G5.2,16,19,14,9
T21G5.4,12,11,5,8
T21G5.1,1,0,0,1
C48B6.4,1,3,2,1
srb-15,3,3,1,1
C48B6.3,2547,2537,2346,2781
C48B6.2,743,713,672,817
bbs-9,139,104,99,122
C48B6.10,746,785,663,1098
C48B6.9,276,214,253,248
ztf-4,2725,2567,2510,2892
T10B11.2,3071,2750,2746,2973
T10B11.4,3,3,4,2
T10B11.5,79,77,58,59
T10B11.6,817,765,729,854
pcbd-1,319,371,298,425
C30F12.1,726,693,641,752
C30F12.2,1482,1240,1214,1332
C30F12.3,49,49,41,52
C30F12.4,1945,1864,1996,2102
C30F12.7,620,495,495,530
C30F12.6,127,126,142,128
C30F12.5,550,439,391,446
ctg-1,2240,1909,1800,1992
H06O01.2,6285,5559,4809,5910
pdi-3,28218,26374,27187,28467
sem-4,780,586,597,652
cutl-6,55,50,43,44
W01A8.4,2571,2331,2190,2570
W01A8.5,2474,2236,2156,2444
W01A8.6,123,78,100,76
kin-14,157,143,96,156
F22D6.2,12342,11498,11368,13150
nduf-6,1324,1235,1238,1455
prpf-4,6011,5658,4273,5836
ekl-1,3200,3120,3074,3254
F22D6.9,241,272,231,284
col-60,2,8,3,5
"beta-1,6-N-acetylglucosaminyltransferase",151,162,156,153
K10D3.6,340,271,330,310
glr-3,12,10,10,12
unc-14,2329,1994,1914,2041
taf-11.2,963,963,821,1011
K10D3.4,5482,4768,4913,5549
H37N21.1,4804,4466,3826,4534
K07G5.6,1965,1737,1748,1954
crml-1,11258,10524,9429,10775
xpa-1,1011,925,761,975
K07G5.3,212,162,191,188
K07G5.4,15,3,13,18
K07G5.5,82,76,56,61
M05B5.2,699,540,635,687
M05B5.1,3,4,0,2
M05B5.6,148,121,150,130
M05B5.3,23,20,20,15
M05B5.4,1348,1264,1182,1360
col-61,1,5,1,4
C01H6.2,192,160,149,185
C01H6.3,19,15,14,15
C01H6.4,272,218,170,220
C01H6.6,327,251,248,289
C01H6.9,1939,1924,1689,1961
R06C7.2,285,263,241,300
R06C7.1,28025,26826,25839,29506
cpg-3,19249,18565,17076,19978
R06C7.6,114,130,110,129
R06C7.5,7119,6810,6315,7078
bub-1,11314,10693,9776,11137
let-75,6628,5099,5862,5509
twk-1,264,217,221,206
tyr-3,2,0,1,2
hint-1,1035,990,956,1091
pfd-6,1535,1463,1427,1683
F21C3.6,0,0,1,0
ztf-2,45,38,43,37
srd-53,2,6,8,4
dylt-1,1362,1276,1219,1488
F13G3.6,702,615,579,684
F13G3.11,756,644,575,687
eat-5,67,42,31,43
mif-3,458,468,470,593
F52A8.1,3246,3352,3257,3549
gpb-2,1064,949,885,976
F52A8.5,915,928,839,996
inx-14,8153,7840,7052,8327
F07A5.2,6,2,7,12
F07A5.3,648,551,584,591
F07A5.4,193,143,122,148
sue-1,128,93,106,88
col-35,1,1,0,0
C15A11.2,5,4,1,2
sol-1,124,70,98,90
C15A11.4,182,166,177,199
col-7,3,1,0,0
col-62,3,6,4,4
C15A11.7,316,272,264,294
spe-4,24,13,13,15
ZK524.4,3877,3598,3301,3722
T28F4.1,1289,1197,1177,1257
asic-2,15,12,21,18
T28F4.3,11,11,3,11
T28F4.4,413,380,395,427
T28F4.5,3230,2721,2599,3296
T28F4.6,613,566,544,554
C26C6.8,5,3,7,7
C26C6.6,2,2,1,2
goa-1,9083,8257,7544,8413
nas-36,38,45,39,43
dcp-66,11110,9838,8462,10636
T25G3.1,421,396,330,474
chs-1,20531,19737,18435,22699
T25G3.3,4195,3896,3447,4123
T25G3.4,6101,5339,5071,5867
D2030.1,4462,4045,3624,4220
D2030.3,2013,1882,1684,2122
D2030.4,1328,1474,1342,1614
mce-1,1151,1020,1003,1015
prg-1,10655,10164,9758,11550
D2030.7,2543,2467,2236,2613
D2030.8,2795,2679,2532,2891
wdr-23,7460,6973,5846,7397
lrp-1,13749,11245,10724,12090
F29D11.2,8642,7995,7388,8663
F26A3.1,775,655,647,770
ncbp-2,1723,1768,1511,1698
rrf-1,6080,5520,5076,5833
ego-1,6617,6276,5422,6634
F26A3.4,474,399,395,468
F26A3.5,3,3,1,1
del-3,103,64,74,76
F26A3.7,925,887,656,880
T24B1.1,2448,2229,1793,2246
T23G11.7,2999,2963,2681,3121
rlbp-1,2822,2441,2261,2751
T23G11.4,1004,927,760,1049
gld-1,24285,24214,23918,26734
gna-2,5140,4958,4466,5155
T23G11.1,22,14,17,10
F27D4.1,6143,5977,6030,6591
tag-173,3427,3181,2935,3223
F58H10.1,45,44,37,60
adr-1,22256,20851,20693,22436
VH15N14R.1,208,205,128,206
D2005.1,474,470,423,532
D2005.6,430,323,383,383
nlp-8,185,150,154,142
D2005.3,837,885,751,981
D2005.4,3181,3016,2796,3245
drh-3,4718,4424,4054,4742
glutaminase,627,538,517,557
F30F8.1,4978,4563,4467,5008
F30F8.3,2703,2546,2287,2710
F30F8.9,1909,1741,1961,2008
taf-5,4151,3805,3326,3903
apb-3,11766,10860,9387,11393
nud-2,2809,2687,2300,2886
R11A5.3,275,229,225,296
R11A5.6,21,24,21,19
R11A5.7,544,427,481,381
F55D12.1,87,80,73,78
F55D12.2,715,619,512,553
F55D12.6,1,0,1,0
F55D12.5,2580,2468,2098,2712
F20G4.2,1274,1195,1157,1345
smgl-1,6417,5889,5292,6206
nmy-2,33816,32576,29490,35763
T22C1.1,4741,4337,3790,4733
glb-26,1376,1282,1181,1552
T22C1.3,1630,1485,1645,1852
T22C1.4,377,413,326,462
T22C1.5,1098,971,815,1097
myosin,3141,2853,2294,2991
jph-1,1439,1185,1226,1255
T22C1.8,4,1,0,1
T22C1.9,0,4,1,3
T22C1.11,834,686,572,657
H05L14.1,2,2,3,0
H05L14.2,3674,3467,3054,4011
C54G4.5,15,9,13,26
C54G4.4,187,121,138,140
C54G4.3,0,0,3,0
C54G4.2,2,0,1,4
dod-18,583,586,523,565
C54G4.7,1576,1522,1391,1505
cyc-1,8279,8376,8415,8819
C54G4.9,1250,1121,1055,1201
iftb-1,4429,4090,3775,4187
K04G2.2,3696,3707,3758,4129
cdc-48.3,1666,1503,1360,1607
K04G2.4,333,359,351,363
ath-1,2186,2189,2248,2392
K04G2.11,211,213,148,208
K04G2.6,2388,2268,2327,2479
K04G2.9,345,252,236,295
K04G2.10,729,604,491,695
che-3,660,499,432,484
F18C12.3,1598,1385,1168,1501
mau-2,2540,2379,2181,2530
T28B8.1,1685,1619,1712,1931
del-4,15,15,20,21
ins-18,28,20,19,28
T02E1.7,0,1,1,0
T02E1.6,1,3,1,2
gla-3,10267,9949,9740,10755
T02E1.2,2267,2082,1979,2335
spe-12,3,2,4,2
ZK265.3,0,0,0,1
col-63,20,18,8,7
ceh-8,69,43,42,66
sre-23,19,11,14,8
ZK265.6,1331,1233,1190,1507
ZK265.7,285,212,194,241
cutl-8,86,58,53,73
T01G9.1,116,89,94,97
T01G9.2,6563,5732,5806,5960
T01G9.3,826,647,662,654
kin-10,11879,11374,11010,12355
npp-2,6254,5739,5402,5946
mei-1,11634,11245,10611,12066
F52B5.2,2882,2792,2318,2746
rpl-25.2,10279,11372,10860,13072
C34B7.1,75,64,66,63
mys-4,2411,2230,1932,2280
C34B7.2,3776,3519,3100,3816
cyp-36A1,609,534,516,501
tba-5,98,51,78,82
rsd-6,6228,5740,5329,5919
F16D3.4,6486,6041,5356,6406
F16D3.6,0,0,4,2
ser-5,60,65,58,64
T19A6.4,1235,1209,1143,1245
F02E9.3,2,8,3,5
F02E9.1,502,495,396,595
F02E9.7,1465,1481,1377,1571
sod-2,2800,2564,2601,2953
F10D11.2,2143,1852,1621,2124
F10D11.3,2,0,0,0
F10D11.4,0,0,0,0
F10D11.5,15,10,16,17
F10D11.6,1200,804,1038,828
unc-120,1432,1191,1120,1389
D1081.3,0,0,0,0
D1081.4,11,6,3,7
D1081.5,1,2,1,2
D1081.9,560,617,591,699
D1081.8,10805,9783,8625,10356
ceh-6,228,162,180,168
K02B12.3,2020,1911,1869,2045
K02B12.2,458,386,328,445
K02B12.5,3081,2760,2439,3025
K02B12.6,1,1,2,2
K02B12.7,2207,2014,1780,2027
zhp-3,1467,1268,1148,1318
gpa-15,34,21,20,28
M04C7.3,2,1,2,0
T01H8.2,304,255,209,258
daf-8,760,640,549,652
ran-4,2432,2412,2352,2563
R05D11.5,920,872,843,891
R05D11.9,3371,3115,2918,3370
R05D11.6,1572,1502,1308,1645
R05D11.4,1985,1760,1570,1830
R05D11.7,1211,1202,977,1384
edc-3,4886,4827,4429,5288
F43G9.13,567,547,430,524
F43G9.1,6468,6296,6470,6698
F43G9.4,1554,1387,1222,1436
F43G9.3,671,623,606,626
F43G9.5,1941,1900,1802,2021
F43G9.8,0,0,3,1
ces-1,121,98,73,95
cpn-1,5633,5410,5219,5867
F43G9.10,5166,4554,3283,4857
F43G9.12,3048,2725,2382,2943
VF39H2L.1,820,743,626,809
sig-7,4758,4243,3758,4529
flp-22,284,296,277,311
syp-3,934,807,732,892
F39H2.3,1692,1538,1438,1742
K07A12.1,4004,3649,2922,3554
K07A12.2,16853,16313,15927,18387
hot-5,43,31,38,37
K07A12.7,1185,1119,996,1203
asg-1,2194,2405,2676,3031
K07A12.5,71,75,46,85
pbs-7,6404,6232,6576,6899
F39H11.1,1576,1445,1263,1668
cdk-8,3372,3015,2647,3303
cle-1,5616,5266,5000,5232
pas-4,4974,4864,4945,5493
rpb-3,2806,2761,2559,3049
prp-4,2041,1911,1756,1915
dhfr-1,1193,1250,1192,1359
C36B1.8,12565,11680,11246,13522
C36B1.9,963,823,789,849
gska-3,8,11,7,11
C36B1.11,4190,3928,3700,4383
tin-13,1008,929,749,970
lmn-1,13037,12832,12411,14000
hlh-16,166,141,102,120
trt-1,4123,3822,3442,3918
pqn-26,264,195,249,258
mfb-1,568,407,470,471
sup-17,11473,10583,10026,10937
F36A2.3,1654,1508,1284,1503
F36A2.2,1842,1715,1316,1642
twk-30,91,79,93,87
F36A2.8,465,492,409,609
F36A2.7,5436,5362,5750,6564
rps-15,13096,13375,13270,15135
F36A2.10,7,11,5,12
F36A2.11,1,0,0,1
F36A2.12,1,1,1,0
F36A2.13,27872,26755,24815,29645
F29D10.1,3,4,3,7
F29D10.2,0,3,1,3
F29D10.3,6,4,6,9
hum-1,5598,5153,4529,5404
F55H12.5,12,7,15,13
snf-2,5,2,4,3
F55H12.3,944,812,791,903
F55H12.4,1486,1344,1401,1426
unc-29,129,102,121,129
T08G11.2,3,4,1,5
T08G11.3,19,6,19,14
tsp-15,178,174,165,197
F53B6.2,1087,829,936,797
fipr-26,3,2,0,3
F53B6.4,13,20,8,16
F53B6.5,11,11,7,16
F53B6.7,33,35,35,35
cutl-7,5,3,3,2
gei-11,10059,9546,8819,9939
mdt-31,281,290,283,362
spd-2,8999,8810,8423,9839
F32H2.10,617,628,483,656
thoc-3,1533,1424,1366,1570
fasn-1,23138,20885,21585,23705
glycosyltransferase,724,611,582,700
tba-6,96,81,85,101
F32H2.7,3,3,1,4
F32H2.6,105,83,87,99
syn-13,1767,1758,1440,1751
fcp-1,3910,3576,3027,3730
F36F2.2,277,222,206,267
tax-2,25,18,19,8
C31H5.1,2,4,2,2
C31H5.4,232,285,219,331
C31H5.5,85,72,58,67
hgo-1,2420,2202,2310,2475
W06D4.2,9,13,9,11
W06D4.3,12,6,6,5
W06D4.4,1414,1239,1103,1340
snx-3,981,945,951,1038
rad-54,1997,1836,1596,1966
T06D10.1,1387,1074,1145,1187
T06D10.2,5169,4607,3575,4738
mef-2,187,183,188,197
nduf-7,3301,3140,3170,3336
ZK858.1,10636,10260,9326,10750
ZK858.2,7,5,7,5
clec-91,6853,6791,6614,7477
mel-26,7658,6909,6265,7005
ZK858.5,782,689,622,728
ZK858.7,2435,2164,1935,2350
H32K16.1,172,155,129,170
F25H5.7,16,10,9,10
F25H5.6,344,308,306,417
F25H5.5,4725,4140,3195,4180
eft-2,123274,122347,127017,133621
F25H5.8,56,55,35,117
F25H5.2,18,19,17,13
aspm-1,5995,5676,5012,5848
gip-2,417,373,388,402
aph-1,1004,998,955,1163
F36H2.2,3043,2832,2906,3209
F14B4.1,2029,1614,1597,1715
F14B4.3,4884,4434,3918,4453
prom-1,2732,2519,2377,2682
F26H9.2,2444,2254,2123,2407
F26H9.4,404,330,292,346
rab-5,4717,4524,4129,4758
uev-3,765,698,663,787
F26H9.5,2831,2636,2538,2839
F26H9.8,41,27,23,24
hsp-70,15,10,11,12
M04C9.2,0,3,5,2
M04C9.4,34,19,25,34
F16A11.2,1406,1230,1093,1400
C17E4.2,3868,3410,2648,3358
C17E4.3,4284,3923,3763,4369
C17E4.4,119,104,101,144
pabp-2,4661,4394,3845,4496
C17E4.6,3666,3330,2919,3665
C17E4.9,7126,6419,6205,6827
mec-8,3258,2835,2780,3174
F46A9.1,2,1,1,5
F46A9.2,0,1,2,0
skr-2,2889,2698,2659,3069
skr-1,6396,5902,5936,6233
F30A10.1,305,251,242,318
F30A10.2,244,121,207,174
acetylglucosaminyltransferase,1,3,4,4
stl-1,2442,2284,2002,2272
F30A10.6,4670,4398,4129,4708
F30A10.3,2707,2484,2224,2739
stn-1,1838,1550,1466,1723
F30A10.9,1626,1448,1383,1577
F30A10.10,8232,7917,6475,7986
klp-16,3671,3675,3592,4106
C41G7.3,1946,1831,1890,2119
set-32,690,619,607,722
C41G7.6,1,1,0,4
C41G7.7,73,64,60,48
irx-1,1209,1066,1095,1224
C36F7.2,1350,1228,1242,1412
C36F7.5,0,3,2,4
F42H11.1,2,2,0,1
lem-3,3238,3082,2676,3303
K07A1.1,1191,1135,1207,1270
K07A1.13,136,143,141,157
K07A1.3,139,122,100,117
K07A1.4,1,3,1,0
K07A1.5,2,3,1,0
K07A1.6,522,506,459,582
cri-1,15,15,13,12
ile-1,7058,6715,6636,7380
K07A1.9,5158,4965,4669,5510
K07A1.10,814,740,545,843
rba-1,4546,4151,3661,4218
lin-53,11307,10718,10571,11340
T05F1.2,11770,10923,10276,12087
rps-19,13189,13884,12828,14918
T05F1.4,1427,1305,1101,1482
T05F1.5,0,1,0,1
T05F1.7,11,6,5,6
T05F1.8,6,7,13,13
T05F1.9,31,29,20,25
dhs-4,142,138,125,150
T05F1.11,166,114,91,130
C03D6.6,601,542,470,624
asfl-1,1823,1796,1650,2151
npp-14,11195,10494,9524,11329
C03D6.1,1616,1538,1530,1837
rpl-24.2,1504,1435,1422,1727
C04F12.1,1748,1640,1543,1617
ikb-1,535,398,437,432
rpl-14,10572,11780,11771,12583
C04F12.5,185,168,151,232
C04F12.6,3,1,2,1
C04F12.7,80,69,70,67
C04F12.8,295,224,219,222
rnh-1.3,63,48,57,85
fce-1,2801,2602,2406,2843
C16C2.4,2956,2751,2265,2942
ceh-5,117,105,112,110
gfi-2,13067,12049,10691,12819
K02A11.2,3,2,5,5
K02A11.3,398,344,342,379
sur-6,8908,8369,7898,8909
F26E4.2,115,96,81,97
F26E4.3,1206,958,938,937
F26E4.5,1,3,2,6
F26E4.4,2155,2009,1747,2161
F26E4.6,2387,2481,2591,3350
F26E4.12,317,297,285,362
tba-1,29471,29174,31094,33647
cco-1,3722,3838,4695,5047
hrdl-1,4557,4123,4123,4851
Y67A6A.1,1,1,0,1
zig-1,1833,1702,1709,1919
K10C3.2,5034,4958,4929,5346
K10C3.4,3666,3277,2973,3383
nhr-49,14943,13287,13312,14879
inx-20,87,52,68,74
nhr-69,710,694,548,615
nas-5,68,70,62,88
col-64,27,18,16,21
mom-4,2611,2513,2371,2784
lsl-1,1786,1771,1657,1924
ztf-11,1610,1555,1579,1826
F52F12.5,3,0,0,1
F52F12.7,2242,2145,1958,2176
Y106G6A.4,5,4,6,9
Y106G6A.1,1200,971,834,1096
T24D1.2,3671,3614,3064,3910
T24D1.5,2305,2107,1690,2286
T24D1.3,4348,4250,4625,5194
tag-179,894,870,912,1023
mom-5,6742,6362,6235,7165
tsp-7,159,121,118,107
T23D8.3,4385,3738,3031,3877
eif-3.C,18193,17317,15058,17334
sys-1,2968,2763,2594,3130
his-67,102,91,66,77
his-68,233,245,230,318
T23D8.7,4345,4101,3907,4633
