feature	249_1813_B	291_37_C	294_1781_A	299_1781_A	310_37_C	318_1813_B
WBGene00008823	700	831	729	784	593	818
WBGene00008824	415	458	348	391	354	345
WBGene00008825	4294	4890	4016	4402	3608	4713
WBGene00008826	0	0	0	0	0	0
WBGene00008827	0	5	0	1	0	2
WBGene00008828	0	0	0	0	1	0
WBGene00008829	23	53	45	22	22	5
WBGene00008830	98	221	97	97	122	84
WBGene00008831	76	204	74	121	132	79
WBGene00008832	211	258	174	204	166	387
WBGene00008833	0	0	0	1	1	0
WBGene00008834	0	0	0	0	0	1
WBGene00008835	0	0	0	0	0	0
WBGene00008837	0	2	1	2	0	0
WBGene00008838	72	46	39	50	24	57
WBGene00008839	1	0	0	0	0	0
WBGene00008840	1	7	5	7	11	14
WBGene00008841	3	81	31	42	42	66
WBGene00008842	0	0	0	0	0	1
WBGene00008843	15	12	18	18	13	32
WBGene00008844	155	146	124	163	104	160
WBGene00008847	16	9	11	5	4	5
WBGene00008848	3004	1311	2798	2504	2351	2425
WBGene00008849	51	82	58	47	61	59
WBGene00008850	65	29	27	23	36	50
WBGene00008851	144	21	12	10	38	3
WBGene00008852	4160	3910	3967	3965	3871	4217
WBGene00008853	0	0	0	0	0	0
WBGene00008854	24	30	28	36	37	60
WBGene00008855	0	0	0	1	0	1
WBGene00008856	1817	1922	1677	1898	1794	1888
WBGene00008857	2335	3091	2156	2596	2597	2889
WBGene00008858	12	17	9	12	14	32
WBGene00008859	418	578	356	439	405	485
WBGene00008860	696	1485	695	775	939	1033
WBGene00008861	9	25	15	12	24	9
WBGene00008862	48	41	30	31	41	57
WBGene00008863	23	24	12	16	24	30
WBGene00008865	468	872	471	871	635	1786
WBGene00008866	0	0	2	0	0	1
WBGene00008868	46	53	37	40	42	56
WBGene00008869	0	0	0	0	0	1
WBGene00008870	0	0	0	0	0	4
WBGene00008871	0	2	4	5	6	22
WBGene00008872	0	0	0	0	0	0
WBGene00008873	0	0	0	0	1	0
WBGene00008874	3	7	3	7	3	38
WBGene00008875	3	1	3	1	2	0
WBGene00008876	3076	3094	2826	3134	2570	2838
WBGene00008877	1407	1762	1406	1399	1485	1538
WBGene00008878	4287	3336	4267	4011	3956	4224
WBGene00008879	2	2	0	4	1	7
WBGene00008880	310	360	207	271	234	293
WBGene00008881	0	0	0	0	0	0
WBGene00008882	1425	465	1233	1181	772	1082
WBGene00008883	2	4	1	0	3	1
WBGene00008884	0	0	0	0	0	4
WBGene00008885	9	8	14	12	19	26
WBGene00008886	51	150	68	108	95	108
WBGene00008887	4936	4269	4815	4527	4320	4405
WBGene00008889	1	0	1	0	1	1
WBGene00008890	39	45	36	36	45	47
WBGene00008891	1	0	2	3	2	1
WBGene00008892	0	1	1	3	1	1
WBGene00008893	0	0	0	0	0	0
WBGene00008894	3	21	4	2	7	10
WBGene00008897	3	14	8	14	10	33
WBGene00008898	0	0	0	0	0	0
WBGene00008899	1	1	3	4	3	7
WBGene00008900	199	402	214	188	254	145
WBGene00008901	0	0	0	2	0	0
WBGene00008902	3	0	0	0	3	2
WBGene00008903	1	0	0	0	1	2
WBGene00008904	91	111	67	92	65	135
WBGene00008905	2	0	4	5	0	61
WBGene00008906	0	0	0	0	0	0
WBGene00008907	0	0	0	0	0	0
WBGene00008908	0	0	0	0	0	0
WBGene00008909	0	0	0	0	0	0
WBGene00008910	6	27	12	8	12	34
WBGene00008911	0	1	0	1	1	0
WBGene00008912	2	14	7	16	12	90
WBGene00008914	16	80	25	23	51	44
WBGene00008915	278	1349	380	596	516	474
WBGene00008916	6	27	7	20	13	6
WBGene00008917	83	257	84	121	130	86
WBGene00008918	1969	2254	2092	2028	1891	2111
WBGene00008919	1262	1832	1348	1363	1363	1409
WBGene00008920	56476	55401	57105	55440	59182	52152
WBGene00008921	7485	5811	7035	6263	6396	7423
WBGene00008922	1268	1490	472	551	592	496
WBGene00008923	116	343	158	142	265	270
WBGene00008924	309	269	313	325	339	393
WBGene00008925	619	2053	770	1063	1020	1125
WBGene00008926	587	1108	490	601	593	592
WBGene00008927	183	205	137	148	174	159
WBGene00008928	0	0	0	0	0	0
WBGene00008929	41	21	11	15	11	13
WBGene00008930	82	169	72	79	124	94
WBGene00008932	36	43	32	40	24	38
WBGene00008933	127	90	124	71	101	116
WBGene00008934	1604	1964	1479	1625	1587	1578
WBGene00008935	2	1	0	1	0	5
WBGene00008936	856	2386	1466	1258	1569	1740
WBGene00008937	4	3	3	4	10	1
WBGene00008939	157	185	149	122	146	138
WBGene00008940	469	303	302	310	384	379
WBGene00008941	0	0	0	0	0	0
WBGene00008942	0	0	1	1	0	0
WBGene00008943	0	0	0	0	1	1
WBGene00008944	569	631	454	288	526	465
WBGene00008945	65	59	59	64	89	64
WBGene00008946	0	2	0	0	0	0
WBGene00008947	0	1	0	0	0	0
WBGene00008948	6301	6196	6133	5910	6115	6122
WBGene00008949	3	5	5	6	4	24
WBGene00008950	0	5	8	3	1	92
WBGene00008951	324	252	292	320	270	380
WBGene00008952	2	11	8	3	3	18
WBGene00008953	51	58	52	44	44	84
WBGene00008954	59	79	34	50	42	35
WBGene00008955	7	14	17	22	13	20
WBGene00008956	46	69	41	58	78	150
WBGene00008957	30	59	35	34	43	45
WBGene00008958	4	2	6	3	2	7
WBGene00008959	456	480	423	471	449	549
WBGene00008960	5	13	7	10	17	3
WBGene00008961	0	0	3	0	0	0
WBGene00008963	51	58	56	35	40	59
WBGene00008964	66	41	50	50	46	32
WBGene00008965	7	22	12	23	9	55
WBGene00008966	0	0	1	0	0	1
WBGene00008967	2	2	4	1	0	0
WBGene00008968	2883	2909	2773	2665	2778	3416
WBGene00008969	116	133	68	95	107	88
WBGene00008970	23	14	16	9	8	20
WBGene00008971	253	115	89	108	97	120
WBGene00008972	1	0	0	0	0	0
WBGene00008973	985	1516	907	1148	1300	898
WBGene00008974	581	744	546	607	659	592
WBGene00008975	1457	983	1170	1338	1213	1488
WBGene00008976	3	18	2	5	5	11
WBGene00008977	19	3	4	9	2	6
WBGene00008978	35	69	34	50	39	28
WBGene00008979	462	969	562	614	645	942
WBGene00008980	94	310	82	126	125	172
WBGene00008981	0	0	0	0	0	0
WBGene00008982	0	0	0	0	0	0
WBGene00008983	0	0	0	0	0	0
WBGene00008984	0	0	0	0	0	1
WBGene00008985	7	25	6	15	14	18
WBGene00008986	486	604	472	435	522	532
WBGene00008987	56	64	26	50	54	104
WBGene00008988	51	14	22	16	25	3
WBGene00008989	1	6	7	4	1	4
WBGene00008990	4326	3847	4326	4100	3763	4234
WBGene00008991	477	153	437	387	371	410
WBGene00008992	0	0	0	0	0	0
WBGene00008993	61	90	62	76	81	144
WBGene00008994	0	1	3	1	7	9
WBGene00008995	970	1090	948	952	949	966
WBGene00008996	14	12	20	23	10	14
WBGene00008997	7	20	8	18	10	30
WBGene00008998	29	72	19	19	19	49
WBGene00008999	1385	721	967	1035	1090	991
WBGene00009000	0	2	2	3	3	7
WBGene00009001	1	2	3	0	0	2
WBGene00009002	1380	2431	1418	1485	1559	1805
WBGene00009004	1806	3220	1877	1899	2083	2083
WBGene00009005	3	19	9	9	4	44
WBGene00009006	7462	7128	6936	6546	6450	7130
WBGene00009007	4245	5226	3946	4328	4227	4812
WBGene00009008	683	704	547	557	624	694
WBGene00009009	117	187	97	131	151	132
WBGene00009010	1228	1885	1217	1153	1273	1302
WBGene00009011	1499	2031	1477	1486	1470	1812
WBGene00009012	4602	5497	4637	4605	4597	4553
WBGene00009013	645	1329	613	699	758	858
WBGene00009014	15	3	7	5	2	2
WBGene00009015	6	4	3	7	3	1
WBGene00009016	3	8	3	12	10	101
WBGene00009017	0	0	0	0	0	0
WBGene00009018	7	11	5	2	5	17
WBGene00009019	4	3	1	5	3	0
WBGene00009020	27	4	11	7	9	10
WBGene00009021	0	0	0	0	1	0
WBGene00009023	172	198	115	99	158	135
WBGene00009024	1	1	0	0	0	2
WBGene00009025	170	204	175	156	127	199
WBGene00009026	23	41	25	32	36	56
WBGene00009027	415	327	429	379	376	369
WBGene00009028	7	15	9	28	4	149
WBGene00009029	16	11	4	2	4	6
WBGene00009030	8	19	6	8	9	15
WBGene00009031	19	41	56	129	35	707
WBGene00009032	5	0	0	0	0	0
WBGene00009033	0	1	1	4	0	5
WBGene00009035	21802	15816	20178	19098	16899	21353
WBGene00009036	0	0	0	1	0	0
WBGene00009038	0	0	0	1	0	5
WBGene00009039	5	4	1	4	2	24
WBGene00009041	225	19	16	5	11	0
WBGene00009042	5	9	4	4	2	60
WBGene00009043	3	13	15	21	12	108
WBGene00009044	33	44	38	42	38	33
WBGene00009045	1971	2952	1929	2023	2030	2490
WBGene00009046	0	0	0	0	0	0
WBGene00009047	54	151	153	185	306	7
WBGene00009048	781	2673	1729	2833	3255	350
WBGene00009049	386	940	508	772	1010	307
WBGene00009050	9983	8749	8840	9792	8691	8399
WBGene00009051	1098	1809	1202	1298	1336	1627
WBGene00009052	2552	2683	2280	2528	2376	2461
WBGene00009054	321	537	304	373	344	555
WBGene00009055	176	303	147	187	193	215
WBGene00009056	6	40	13	13	8	7
WBGene00009057	539	1167	832	757	983	728
WBGene00009058	248	226	232	295	283	325
WBGene00009059	49	59	53	41	51	109
WBGene00009060	12	8	6	8	10	16
WBGene00009061	7	22	6	7	5	63
WBGene00009063	5	7	4	5	7	1
WBGene00009064	2351	1487	2185	2220	2120	2235
WBGene00009065	5970	1522	5681	4944	4087	4015
WBGene00009067	3	6	3	5	1	9
WBGene00009068	26	52	31	27	31	28
WBGene00009069	719	2421	1114	1032	1560	451
WBGene00009070	41	35	24	31	23	41
WBGene00009071	87	69	79	49	45	59
WBGene00009073	0	2	1	0	0	0
WBGene00009075	1	1	0	7	7	43
WBGene00009076	0	0	0	0	0	0
WBGene00009077	4	1	1	2	1	4
WBGene00009078	542	1046	568	607	664	714
WBGene00009079	0	1	2	1	4	32
WBGene00009081	160	279	212	268	255	532
WBGene00009082	6851	5914	7314	7273	7147	8149
WBGene00009084	4879	5395	4916	5253	5115	4411
WBGene00009085	1	10	7	7	5	7
WBGene00009086	524	326	529	450	414	427
WBGene00009087	0	1	2	4	1	10
WBGene00009088	9	9	10	14	3	13
WBGene00009089	106	32	35	27	44	7
WBGene00009090	3	5	4	4	3	7
WBGene00009091	24	109	38	39	43	56
WBGene00009092	2097	2979	2076	2232	2257	2424
WBGene00009093	98	195	68	87	97	86
WBGene00009094	53	10	7	13	20	26
WBGene00009095	4	8	0	3	2	2
WBGene00009096	0	24	7	18	16	68
WBGene00009097	4	32	13	37	14	79
WBGene00009098	4199	3888	3909	3912	3750	3871
WBGene00009099	1	5	2	0	0	0
WBGene00009100	14	26	16	19	19	64
WBGene00009101	4	20	9	17	15	65
WBGene00009102	20	60	19	37	20	33
WBGene00009103	5560	5669	5379	5250	5338	5592
WBGene00009104	27	21	26	18	38	16
WBGene00009106	209	283	176	201	185	230
WBGene00009107	0	0	2	1	0	0
WBGene00009108	2	0	0	1	2	0
WBGene00009109	10	6	5	4	7	12
WBGene00009110	156	46	32	52	49	31
WBGene00009112	4091	2793	3677	4029	3947	3674
WBGene00009113	9015	3042	8506	7671	5937	5828
WBGene00009114	0	1	0	0	0	2
WBGene00009115	15	26	16	24	19	113
WBGene00009116	418	500	360	383	385	515
WBGene00009117	0	1	1	4	2	1
WBGene00009118	1825	1579	1647	1645	1621	1729
WBGene00009119	29729	30108	29317	29588	29680	28181
WBGene00009120	2593	2659	2449	2506	2368	2769
WBGene00009121	471	676	473	491	452	594
WBGene00009122	13898	23579	14482	14728	16599	16519
WBGene00009123	723	1054	704	756	699	711
WBGene00009124	2322	2238	2212	2159	2211	2522
WBGene00009125	6	36	2	12	9	24
WBGene00009126	11824	8859	11760	11377	11321	12000
WBGene00009127	3390	3237	3026	3188	3022	3355
WBGene00009128	445	732	470	420	527	524
WBGene00009129	10	8	6	13	14	84
WBGene00009130	308	533	227	395	317	442
WBGene00009131	1252	1833	1151	1265	1283	1284
WBGene00009132	1996	1604	1840	1854	1817	1707
WBGene00009133	94	68	64	57	92	32
WBGene00009134	0	0	0	0	0	1
WBGene00009135	90	105	102	77	100	121
WBGene00009136	1	4	0	1	8	3
WBGene00009137	88	110	85	68	68	89
WBGene00009138	640	795	548	659	662	760
WBGene00009139	294	576	289	326	345	337
WBGene00009140	671	1080	570	673	643	629
WBGene00009141	1956	2759	1864	1898	1925	2151
WBGene00009142	806	2302	838	1016	831	873
WBGene00009143	2	3	4	6	0	65
WBGene00009144	7	8	8	9	3	5
WBGene00009145	1060	1282	1022	1048	1025	1058
WBGene00009146	65	254	77	173	211	88
WBGene00009147	0	0	0	0	0	0
WBGene00009148	11	22	15	7	15	6
WBGene00009149	1	2	10	20	2	66
WBGene00009150	0	0	0	0	0	0
WBGene00009151	0	0	0	0	0	0
WBGene00009152	0	1	0	0	0	0
WBGene00009153	3	9	1	3	3	7
WBGene00009154	2	4	1	2	0	1
WBGene00009155	17	1	0	4	5	2
WBGene00009156	139	74	42	37	47	7
WBGene00009157	109	118	37	57	81	123
WBGene00009158	360	517	278	352	354	465
WBGene00009159	1984	1501	2014	1869	1724	1633
WBGene00009160	0	10	9	10	8	85
WBGene00009161	3611	4209	3522	3863	4285	4494
WBGene00009162	281	332	165	196	215	182
WBGene00009163	2989	2684	2930	2705	2438	3032
WBGene00009164	3538	4229	3285	3590	3379	4281
WBGene00009165	194	339	189	242	270	201
WBGene00009166	1	4	3	3	2	2
WBGene00009167	0	0	0	0	0	0
WBGene00009168	1	0	0	0	1	1
WBGene00009169	0	0	0	0	0	0
WBGene00009170	5	2	2	3	4	5
WBGene00009171	0	0	0	0	0	0
WBGene00009172	2237	1260	2068	1803	1528	1605
WBGene00009173	2057	1885	1825	1985	1902	2001
WBGene00009174	2531	1914	2245	2222	2177	2086
WBGene00009176	631	974	556	620	592	685
WBGene00009177	1962	2446	1796	1850	2114	2352
WBGene00009178	4	7	4	6	9	31
WBGene00009179	1379	2327	1240	1352	1469	1469
WBGene00009180	9303	5763	8583	8123	8152	8596
WBGene00009182	221	121	164	166	136	189
WBGene00009183	20	8	15	7	5	17
WBGene00009184	3	1	1	1	0	0
WBGene00009185	2	10	8	21	3	136
WBGene00009186	11066	10812	9730	10336	9620	12961
WBGene00009187	3902	4998	4103	4230	4365	5056
WBGene00009188	2797	1689	2233	2318	2139	2236
WBGene00009189	4261	5437	4230	4270	4290	4530
WBGene00009190	172	212	181	161	203	233
WBGene00009191	786	1139	704	730	808	776
WBGene00009192	1363	2582	1496	1402	1941	883
WBGene00009193	1	1	0	3	1	12
WBGene00009194	1	1	2	0	4	0
WBGene00009195	0	0	0	0	0	0
WBGene00009196	0	0	0	0	0	0
WBGene00009197	0	0	0	1	0	0
WBGene00009200	2916	3092	2858	3040	2862	2854
WBGene00009201	1526	1183	1295	1338	1301	1410
WBGene00009202	63	44	49	57	49	36
WBGene00009203	1774	1509	1879	1679	1671	1648
WBGene00009204	901	939	917	862	890	946
WBGene00009205	13	9	9	3	3	7
WBGene00009206	0	0	0	0	0	0
WBGene00009207	983	1954	1019	1186	1315	1343
WBGene00009208	0	0	0	0	0	0
WBGene00009209	7	16	9	12	16	32
WBGene00009210	0	0	0	0	0	0
WBGene00009211	2601	2715	2703	2669	2576	2800
WBGene00009212	299	169	115	156	151	98
WBGene00009213	15	55	89	104	37	13
WBGene00009214	3	0	0	3	0	0
WBGene00009215	567	931	587	1070	459	601
WBGene00009216	2	8	3	6	5	13
WBGene00009217	1	1	3	2	4	11
WBGene00009218	305	185	197	202	174	216
WBGene00009219	403	825	376	421	496	433
WBGene00009220	328	292	294	342	330	351
WBGene00009221	54	240	65	105	150	356
WBGene00009222	247	282	249	232	225	282
WBGene00009223	1078	1482	1092	1110	1127	1397
WBGene00009224	202	234	191	187	229	195
WBGene00009225	28	20	19	17	15	23
WBGene00009226	57	110	54	66	73	30
WBGene00009227	7	0	1	0	4	5
WBGene00009228	0	2	0	0	2	0
WBGene00009229	4	1	0	1	0	1
WBGene00009230	12	16	9	9	21	1
WBGene00009231	30	41	21	34	36	30
WBGene00009232	12	4	12	15	7	19
WBGene00009233	518	453	483	522	527	565
WBGene00009234	405	198	316	293	264	282
WBGene00009235	0	0	0	0	1	0
WBGene00009236	7	7	3	5	1	5
WBGene00009237	1756	4860	2683	2412	3386	2530
WBGene00009238	6	19	9	15	9	6
WBGene00009239	15	14	14	19	20	35
WBGene00009240	7	6	7	3	4	0
WBGene00009241	100	114	68	98	104	103
WBGene00009242	0	3	0	0	0	1
WBGene00009243	106	222	170	115	166	507
WBGene00009245	3362	1857	2876	2810	2475	2978
WBGene00009246	3144	3070	3216	3314	3206	3477
WBGene00009247	47	77	34	30	69	67
WBGene00009248	0	0	0	0	1	0
WBGene00009249	0	0	0	0	0	0
WBGene00009250	2	2	0	4	2	16
WBGene00009251	0	3	0	1	0	1
WBGene00009252	1	11	4	4	1	6
WBGene00009254	4985	3778	4488	4332	4209	4666
WBGene00009255	0	0	1	3	0	0
WBGene00009256	966	1438	916	964	1025	1012
WBGene00009257	9	5	8	11	16	23
WBGene00009258	19	6	9	9	8	16
WBGene00009259	6888	11251	8422	8270	10489	5606
WBGene00009260	117	160	95	96	85	81
WBGene00009261	14	3	2	2	11	0
WBGene00009262	1860	2050	1768	1914	1815	2186
WBGene00009263	0	2	0	0	1	1
WBGene00009264	3527	3828	3499	3421	3334	3635
WBGene00009266	601	994	605	622	594	595
WBGene00009267	6724	4530	6501	6012	5640	5979
WBGene00009268	5	14	13	12	14	16
WBGene00009269	0	3	3	6	1	31
WBGene00009270	3827	3524	3989	3762	3572	3896
WBGene00009271	81	115	82	97	89	240
WBGene00009272	2234	2340	1950	2060	1946	2435
WBGene00009274	165	191	126	129	156	147
WBGene00009276	1226	1389	1171	1102	1172	1244
WBGene00009277	1434	1393	1359	1465	1408	1591
WBGene00009278	1	1	5	1	2	4
WBGene00009279	0	1	0	0	0	0
WBGene00009280	310	356	263	331	282	370
WBGene00009281	0	0	0	0	0	0
WBGene00009283	2	2	2	5	11	6
WBGene00009284	3982	2784	3720	3670	3512	3885
WBGene00009285	6469	2636	6060	5171	4543	4673
WBGene00009286	2732	3441	2646	2778	2913	3004
WBGene00009287	1073	1445	1044	989	963	1050
WBGene00009288	94	91	43	76	71	118
WBGene00009289	1057	1656	993	1139	1083	1013
WBGene00009290	2782	2818	2620	2720	2654	2784
WBGene00009291	17	31	14	25	21	17
WBGene00009292	106	40	16	22	37	16
WBGene00009293	55	49	51	41	59	68
WBGene00009294	959	1886	961	1029	1122	1283
WBGene00009295	62	85	65	76	90	97
WBGene00009296	10	27	18	17	25	19
WBGene00009297	11	6	7	2	3	0
WBGene00009298	0	0	0	0	0	0
WBGene00009299	62	87	46	73	63	44
WBGene00009300	295	187	273	227	321	226
WBGene00009301	247	220	238	179	218	176
WBGene00009302	149	111	137	136	158	129
WBGene00009303	0	0	0	0	0	1
WBGene00009304	114	42	24	12	35	31
WBGene00009305	2087	2320	2009	2080	1953	2301
WBGene00009306	1074	758	830	882	854	1141
WBGene00009307	3109	3709	2996	3105	3223	3330
WBGene00009308	29	22	44	64	23	366
WBGene00009309	2	0	1	1	9	4
WBGene00009310	85	81	93	59	94	104
WBGene00009311	5	13	14	8	7	24
WBGene00009312	0	1	1	0	1	3
WBGene00009313	2	7	6	7	1	70
WBGene00009314	1669	719	1661	1442	1313	1294
WBGene00009315	9	10	8	4	13	22
WBGene00009316	0	0	0	0	0	1
WBGene00009318	12	4	4	4	7	8
WBGene00009319	4603	5774	4956	5101	5481	5723
WBGene00009320	1173	1606	1211	1170	1088	1173
WBGene00009321	1	10	15	20	13	170
WBGene00009322	2708	2664	2581	2504	2492	2667
WBGene00009323	159	156	131	140	163	167
WBGene00009324	2	6	8	8	4	67
WBGene00009325	10	12	11	5	7	9
WBGene00009326	7	3	2	0	1	0
WBGene00009327	0	1	4	0	1	8
WBGene00009328	13	8	3	3	7	8
WBGene00009329	842	1370	785	827	897	955
WBGene00009330	583	782	676	628	652	684
WBGene00009331	19	7	11	14	10	11
WBGene00009332	0	5	1	0	1	1
WBGene00009333	18	50	40	32	32	80
WBGene00009334	552	2871	1007	1525	1503	2369
WBGene00009335	67	91	35	60	64	57
WBGene00009336	1463	2063	1322	1401	1559	1680
WBGene00009337	157	102	87	105	107	155
WBGene00009338	1	5	3	4	1	5
WBGene00009339	2	10	0	3	1	3
WBGene00009340	401	481	349	442	464	813
WBGene00009341	1125	1579	1142	1236	1187	1322
WBGene00009342	4989	1856	4007	4296	3787	6679
WBGene00009343	22	13	9	14	22	9
WBGene00009344	6	16	24	52	17	354
WBGene00009345	0	0	0	0	0	0
WBGene00009346	700	1005	627	572	695	777
WBGene00009347	661	1883	901	864	1134	849
WBGene00009349	15	35	19	52	22	40
WBGene00009350	10	29	12	19	15	47
WBGene00009352	1807	1861	1720	1781	1554	1764
WBGene00009353	1639	2334	1671	1932	1955	2249
WBGene00009354	38	53	30	64	45	48
WBGene00009355	17	4	3	0	12	1
WBGene00009356	4	5	2	4	4	2
WBGene00009357	0	0	0	0	0	0
WBGene00009358	101	195	86	97	106	153
WBGene00009359	0	0	0	0	0	0
WBGene00009360	1	1	2	7	2	27
WBGene00009361	308	225	118	127	215	92
WBGene00009362	0	0	0	0	0	0
WBGene00009363	0	0	0	0	0	1
WBGene00009364	3038	2684	2635	3021	2783	2823
WBGene00009365	6713	4609	6189	5701	5337	6500
WBGene00009366	2918	2410	2736	2773	2585	2858
WBGene00009367	1603	3255	1223	1280	2822	1298
WBGene00009368	6368	2679	5875	5020	4737	5255
WBGene00009369	1182	1672	1104	1325	1285	1201
WBGene00009370	165	201	165	153	195	180
WBGene00009371	24	18	7	15	21	8
WBGene00009372	3168	3154	3184	2907	2918	3292
WBGene00009373	18	41	18	13	29	15
WBGene00009374	3197	1549	2909	3070	2813	2240
WBGene00009375	81	69	77	62	101	26
WBGene00009377	1	12	8	24	9	101
WBGene00009378	0	0	0	2	0	0
WBGene00009379	0	6	2	6	1	3
WBGene00009380	357	575	296	402	287	459
WBGene00009381	7	18	9	12	5	20
WBGene00009382	10	13	4	8	13	16
WBGene00009383	3	19	14	18	18	42
WBGene00009384	6	8	7	18	8	20
WBGene00009385	2881	2738	2605	2687	2703	2955
WBGene00009386	9	22	13	20	9	39
WBGene00009387	4	7	2	6	7	9
WBGene00009388	13	132	53	73	78	101
WBGene00009389	114	293	170	150	188	157
WBGene00009390	4	9	9	6	14	18
WBGene00009391	0	0	1	0	0	0
WBGene00009392	0	0	0	0	1	0
WBGene00009393	585	1894	617	750	1545	668
WBGene00009394	13087	38067	14715	16589	31360	20017
WBGene00009395	1	0	2	0	0	5
WBGene00009396	2115	3414	1987	1350	2435	2231
WBGene00009397	1344	1447	1321	579	1630	745
WBGene00009398	0	0	0	0	0	1
WBGene00009399	0	0	0	1	0	1
WBGene00009400	36	70	35	27	59	27
WBGene00009401	0	2	3	3	3	27
WBGene00009402	1	0	3	1	4	13
WBGene00009403	108	129	110	94	126	103
WBGene00009404	4529	3795	3720	3916	3416	5046
WBGene00009405	29	34	16	13	24	19
WBGene00009406	0	9	4	8	6	7
WBGene00009408	74	120	59	81	81	94
WBGene00009409	0	0	0	0	0	0
WBGene00009410	5	9	0	4	5	1
WBGene00009411	0	0	0	2	0	2
WBGene00009412	0	1	2	5	4	11
WBGene00009413	0	2	2	2	2	15
WBGene00009414	0	0	0	0	0	0
WBGene00009415	4	2	5	1	3	1
WBGene00009416	4	12	13	17	15	84
WBGene00009417	0	0	0	0	0	0
WBGene00009418	0	1	3	0	1	1
WBGene00009419	0	0	0	0	0	0
WBGene00009420	0	0	0	0	0	0
WBGene00009421	0	0	0	0	0	0
WBGene00009422	0	0	0	0	0	0
WBGene00009423	0	0	1	0	1	0
WBGene00009424	0	0	0	1	0	0
WBGene00009425	1	0	0	0	0	0
WBGene00009426	20	29	11	14	31	3
WBGene00009427	76	91	63	65	66	93
WBGene00009428	72	43	41	28	29	14
WBGene00009429	314	405	109	182	450	4
WBGene00009430	1224	2601	1102	1154	1817	715
WBGene00009431	230	419	232	151	452	201
WBGene00009432	414	489	351	252	489	118
WBGene00009433	485	301	219	177	416	157
WBGene00009434	1481	2382	1309	1334	1966	1545
WBGene00009435	4526	4374	3908	4645	3852	4032
WBGene00009436	894	1432	880	965	986	1120
WBGene00009437	7	17	7	12	5	7
WBGene00009438	3	3	1	2	0	1
WBGene00009439	1012	1059	942	932	898	1079
WBGene00009440	4454	5540	4444	4925	4567	5306
WBGene00009441	2405	2134	2151	2131	2109	2431
WBGene00009442	829	1018	795	773	810	857
WBGene00009443	113	208	103	137	128	175
WBGene00009444	924	1362	917	888	897	1035
WBGene00009445	2966	3260	2968	2762	2755	3086
WBGene00009446	0	0	0	0	1	14
WBGene00009447	27	72	28	44	36	76
WBGene00009448	1667	1663	1579	1609	1592	1560
WBGene00009449	1	7	3	5	5	28
WBGene00009450	551	1012	613	653	824	927
WBGene00009451	3706	2813	3618	3273	3223	3509
WBGene00009452	1483	1463	1460	1491	1407	1484
WBGene00009453	351	731	410	498	640	1331
WBGene00009454	4922	6632	4965	5284	5496	6645
WBGene00009455	609	994	522	593	600	636
WBGene00009456	3343	4156	3504	3649	3616	4105
WBGene00009457	8	21	26	51	18	258
WBGene00009458	0	3	3	6	4	55
WBGene00009459	5	14	5	13	12	65
WBGene00009460	11551	5605	11795	10303	9765	12095
WBGene00009461	150	176	104	121	160	209
WBGene00009462	0	0	0	0	2	0
WBGene00009463	1	4	3	4	0	33
WBGene00009464	0	0	0	0	0	0
WBGene00009465	0	2	0	1	0	6
WBGene00009466	1	8	4	3	5	16
WBGene00009467	0	1	1	0	0	0
WBGene00009468	51	65	48	45	52	67
WBGene00009469	488	533	463	400	462	416
WBGene00009470	3	15	27	34	15	242
WBGene00009471	2	3	5	13	6	88
WBGene00009472	0	0	0	2	0	0
WBGene00009473	2	1	2	5	3	26
WBGene00009474	0	0	0	0	0	0
WBGene00009475	39	70	25	51	23	84
WBGene00009476	78	311	89	92	118	144
WBGene00009477	6260	5151	6143	6051	5466	5527
WBGene00009478	1039	1651	962	1136	1035	1190
WBGene00009479	2525	2349	2546	2604	2300	2700
WBGene00009480	2	5	5	3	2	11
WBGene00009481	4	5	1	0	1	2
WBGene00009482	398	451	331	376	416	477
WBGene00009483	122	286	150	197	193	179
WBGene00009484	0	3	3	3	8	2
WBGene00009485	59	70	48	69	67	113
WBGene00009486	4	3	1	0	1	0
WBGene00009487	5	14	6	3	20	6
WBGene00009488	1074	410	383	297	448	104
WBGene00009489	0	2	1	4	1	13
WBGene00009490	5	7	10	11	8	10
WBGene00009491	0	0	3	0	0	1
WBGene00009492	3	7	6	17	4	66
WBGene00009493	111	327	197	104	295	481
WBGene00009494	6	8	2	5	2	0
WBGene00009495	29	72	30	27	68	53
WBGene00009496	3	2	1	3	2	1
WBGene00009497	0	1	1	0	1	1
WBGene00009498	5082	4372	4990	4600	4577	4936
WBGene00009499	1982	2461	1917	1778	1884	1995
WBGene00009500	39	72	51	72	74	69
WBGene00009501	2	5	4	3	3	27
WBGene00009502	1	0	0	5	5	36
WBGene00009503	34	106	36	49	29	31
WBGene00009504	39	83	29	62	49	64
WBGene00009505	1784	2578	1718	1813	1789	1988
WBGene00009507	3016	2483	2960	2800	2736	2948
WBGene00009508	2736	3116	2667	2623	2531	2813
WBGene00009509	17	39	13	20	24	16
WBGene00009510	8	5	3	2	2	1
WBGene00009511	28	55	31	25	46	46
WBGene00009512	111	181	127	133	174	50
