wormbase_gene,N2.2,Eat2.2,Nhr62.2,Nhr62Eat2.2,N2.3,Eat2.3,Nhr62.3,Nhr62Eat2.3,N2.1,Eat2.1,Nhr62.1,Nhr62Eat2.1
WBGene00195838,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00195970,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196001,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00196370,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196446,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009925,1385,1788,1489,1547,1475,1324,2100,1615,1294,887,2186,938
WBGene00009927,26,43,29,35,24,23,42,31,23,26,38,22
WBGene00045102,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199946,3,1,3,2,2,0,2,3,1,1,1,2
WBGene00009921,3506,3083,3897,3656,3418,2313,4969,3351,3232,2351,5257,2010
WBGene00009922,5507,3935,6164,5567,5213,3704,7335,4945,5297,3783,7697,2979
WBGene00009923,301,218,348,290,258,171,392,300,240,153,460,139
WBGene00198101,0,0,0,0,0,0,1,0,1,0,0,2
WBGene00018678,1247,1178,1363,1495,1358,981,1728,1387,1230,1019,1793,892
WBGene00018679,900,893,955,1056,976,657,1286,878,981,736,1575,635
WBGene00138717,740,829,810,761,827,612,1081,674,862,674,1338,475
WBGene00018669,27,27,29,31,24,34,46,29,30,46,56,18
WBGene00018670,20,17,22,16,10,11,18,20,15,12,18,13
WBGene00018671,14,19,15,22,21,19,16,21,22,15,28,8
WBGene00018659,516,624,570,604,548,446,762,562,520,495,980,363
WBGene00018660,71,85,76,82,60,59,88,85,68,73,121,49
WBGene00018661,32,37,27,26,34,22,34,36,31,20,44,19
WBGene00201617,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018674,1497,1612,1473,1540,1554,1276,1943,1478,1528,1509,2395,1036
WBGene00018675,15,15,12,12,5,17,11,8,16,12,19,8
WBGene00023062,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018683,17,34,23,21,17,18,20,29,17,25,32,10
WBGene00198749,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200110,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200893,0,0,0,0,0,0,1,0,0,1,0,0
WBGene00009930,627,497,585,595,497,353,771,602,456,307,745,312
WBGene00009931,12,23,9,14,10,13,22,16,20,22,19,5
WBGene00196945,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197564,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197592,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018687,6,9,5,12,5,4,9,8,4,6,8,3
WBGene00018688,783,477,739,765,602,405,890,712,672,423,994,418
WBGene00018689,406,323,393,490,387,263,520,399,405,245,554,223
WBGene00045391,0,0,0,1,0,1,0,0,0,0,0,0
WBGene00018699,0,3,0,3,1,1,1,1,1,4,1,2
WBGene00044696,2874,3901,2803,4412,2333,2931,2735,3924,2645,3078,3981,2240
WBGene00201805,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202261,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018692,112,156,88,121,86,97,128,129,72,83,83,54
WBGene00018693,0,1,0,0,1,1,0,0,2,0,3,0
WBGene00018694,92,248,106,231,87,168,116,174,120,309,142,154
WBGene00018697,62,145,83,112,66,88,105,104,64,146,124,66
WBGene00198464,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009933,0,3,3,1,0,0,3,1,2,1,1,2
WBGene00009934,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009935,23,38,43,36,14,33,46,35,34,33,61,24
WBGene00195357,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196268,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196863,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197894,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014384,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014385,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014386,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014387,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014388,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197203,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197807,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198051,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199385,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018702,372,362,316,237,299,244,525,349,308,187,417,138
WBGene00195334,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00018706,9,24,3,20,1,21,5,12,6,42,7,11
WBGene00197355,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198331,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199430,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197229,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00197776,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199039,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199629,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199768,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199928,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201318,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201926,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202039,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009938,191,588,241,363,253,413,290,355,385,528,431,282
WBGene00009941,32,166,67,87,66,95,55,93,73,114,85,67
WBGene00009942,16,21,14,9,8,18,12,21,18,26,13,14
WBGene00009943,230,350,252,392,239,247,275,363,262,320,423,197
WBGene00018710,2091,1812,2188,2323,1790,1533,2631,2247,1924,1730,3263,1391
WBGene00018711,17,10,12,12,10,7,15,14,10,9,29,10
WBGene00018712,7,5,7,8,10,3,12,8,7,4,10,3
WBGene00018713,24,10,13,14,14,10,25,18,20,10,35,8
WBGene00018714,184,184,156,217,171,116,221,176,177,114,292,110
WBGene00196637,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198194,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198978,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201721,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201859,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206381,1,4,2,4,1,2,4,4,1,2,3,4
WBGene00018715,38,108,71,106,37,62,65,79,59,43,72,36
WBGene00018716,68,105,105,71,55,89,117,97,73,75,138,61
WBGene00018717,244,270,258,279,239,211,354,256,211,135,332,130
WBGene00018718,845,1504,988,1335,861,1240,1377,1395,1050,664,1275,840
WBGene00018719,297,226,275,341,266,160,344,269,259,104,468,152
WBGene00196510,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023063,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023064,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199821,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009948,222,801,316,486,400,540,405,440,553,703,614,366
WBGene00199071,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018734,638,860,671,922,637,641,865,881,740,657,1077,534
WBGene00009949,11,35,16,20,13,29,14,27,19,14,27,12
WBGene00194865,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00194870,2,4,2,6,4,5,9,4,5,4,6,3
WBGene00009951,135,119,134,138,93,82,172,174,124,75,179,71
WBGene00009953,109,128,135,132,108,94,152,121,88,104,149,78
WBGene00018720,18,36,27,38,25,36,39,33,33,19,41,26
WBGene00023289,2,0,0,1,0,0,0,0,0,1,0,0
WBGene00018723,188,210,164,222,183,153,186,184,174,161,335,164
WBGene00199226,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018724,115,289,98,282,110,197,142,217,111,404,157,204
WBGene00195823,1,1,0,1,0,0,2,1,2,0,0,0
WBGene00198636,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199262,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018726,0,1,0,0,0,0,0,0,0,2,0,1
WBGene00018729,150,368,119,522,107,241,160,323,143,587,217,314
WBGene00018730,66,211,81,166,37,110,103,144,63,245,134,135
WBGene00018731,203,801,169,975,81,566,231,821,223,1137,192,655
WBGene00018732,64,185,62,119,43,115,78,129,77,163,105,118
WBGene00197320,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198078,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198568,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200576,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201297,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201321,0,0,1,0,0,0,0,0,0,0,0,1
WBGene00202092,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018735,700,606,704,752,625,431,859,699,599,341,1038,352
WBGene00018736,3,6,6,7,5,7,4,11,4,9,3,1
WBGene00018737,13,5,7,52,9,5,29,3,12,85,7,4
WBGene00018739,864,1014,1015,1076,840,775,1314,1120,985,946,1443,576
WBGene00044565,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023290,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009954,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00045193,0,0,0,0,0,0,0,0,1,1,0,0
WBGene00197004,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197703,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198279,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009956,41,318,64,120,86,209,74,154,123,241,95,99
WBGene00014769,4,3,0,5,4,2,3,8,4,4,3,4
WBGene00009957,650,1424,416,1881,352,1014,760,1439,330,1555,522,1390
WBGene00197223,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200839,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202401,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018742,13,18,10,19,13,17,13,25,15,12,7,6
WBGene00018743,400,278,355,273,213,209,571,352,229,140,480,140
WBGene00018744,182,353,210,207,256,289,251,178,274,151,388,101
WBGene00196054,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196723,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201336,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202173,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202420,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009959,810,2200,1170,1526,1251,1530,1311,1324,1742,1884,1688,1032
WBGene00009960,0,0,0,2,0,0,0,0,0,1,0,0
WBGene00009962,97,327,114,177,144,209,153,170,181,252,202,139
WBGene00014389,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197699,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198336,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200280,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200932,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009967,1,2,1,1,1,0,3,1,1,3,1,0
WBGene00009969,6,4,2,6,5,10,6,6,2,20,4,5
WBGene00196309,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197294,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009971,256,401,272,402,281,281,326,208,317,322,426,321
WBGene00009973,2176,1884,2066,2429,1761,1240,2262,2124,1930,1375,2539,1146
WBGene00009974,2743,2450,2740,2908,2674,2122,3575,2715,2645,2407,3997,1799
WBGene00009975,5719,4467,6331,6379,5568,4133,7766,5828,5608,4263,8310,3586
WBGene00044921,55,66,47,50,57,41,92,64,39,43,69,27
WBGene00018745,46,166,41,62,53,129,74,86,82,156,70,59
WBGene00018754,17,3,11,11,13,4,16,12,6,4,14,4
WBGene00018747,7,3,5,7,4,7,11,6,3,1,5,2
WBGene00018748,16,15,7,25,7,16,20,24,14,18,12,10
WBGene00018749,15,14,4,24,7,13,11,17,4,19,6,10
WBGene00018750,10,16,13,11,5,11,12,14,5,11,6,2
WBGene00018751,0,1,0,3,1,0,0,0,0,0,0,0
WBGene00018752,9,11,11,7,4,7,12,5,10,5,15,5
WBGene00018758,222,281,182,269,180,215,277,237,195,260,268,147
WBGene00018759,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00018761,4,6,3,6,1,4,7,2,2,1,4,5
WBGene00018762,864,667,940,848,878,573,1078,838,1024,724,1620,587
WBGene00009978,1818,2230,1978,2310,1770,1647,2653,2259,1720,2113,2696,1445
WBGene00206516,5,3,0,6,3,3,1,5,2,7,4,5
WBGene00206489,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009980,828,746,920,846,861,626,1592,908,792,442,1078,483
WBGene00009981,499,605,572,604,547,405,773,450,542,472,814,380
WBGene00009982,471,507,437,431,615,386,729,216,413,309,847,181
WBGene00009984,184,670,152,678,63,436,160,467,135,334,189,244
WBGene00018763,52,89,46,57,45,62,80,70,56,75,76,30
WBGene00018764,7305,8945,7100,8665,7449,6901,10249,8072,7034,7247,9724,4941
WBGene00023065,5,6,3,7,8,2,8,5,2,4,11,3
WBGene00023066,2,2,2,1,3,4,4,4,0,1,2,0
WBGene00044423,164,287,204,231,210,198,292,215,198,197,240,138
WBGene00009985,5,13,7,10,8,18,9,12,8,25,4,9
WBGene00009992,4887,5827,5210,5509,4918,4042,6944,5156,5082,4042,8615,3496
WBGene00009993,5447,4961,6084,5516,5789,4055,7085,4551,6136,4889,8730,3448
WBGene00009994,758,812,817,844,830,733,1183,900,812,664,1369,530
WBGene00009995,930,1586,940,1212,835,1066,1215,1213,881,1001,1104,660
WBGene00009996,2520,2209,2531,2606,2170,1837,3059,2425,2293,2022,3488,1464
WBGene00009997,0,0,0,0,0,0,0,0,0,2,1,0
WBGene00023419,437,358,449,388,433,342,564,401,452,298,689,234
WBGene00045195,9,20,10,14,13,16,17,10,13,10,8,12
WBGene00077569,34,136,48,48,65,107,73,65,72,137,62,43
WBGene00009986,6,21,5,7,5,12,3,10,8,14,4,9
WBGene00196615,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197856,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198303,0,2,0,0,0,0,0,0,0,1,0,0
WBGene00198685,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009988,24,45,29,39,23,32,44,46,30,36,29,22
WBGene00009990,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00009991,22,90,23,53,13,61,13,58,16,189,14,37
WBGene00199535,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010000,1200,846,1240,1204,985,707,1369,1152,875,542,1795,568
WBGene00010001,192,649,201,387,196,427,236,313,233,695,340,308
WBGene00010002,2331,2111,2400,2702,2275,1658,3204,2513,2224,1809,3582,1641
WBGene00010003,4,13,7,6,1,11,4,3,5,6,6,3
WBGene00077786,9,13,14,13,14,10,15,4,5,16,13,12
WBGene00196431,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198489,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014390,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023461,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199597,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199899,1,0,0,0,1,1,2,2,0,1,0,0
WBGene00202494,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018772,16,45,14,39,16,31,20,27,14,50,27,25
WBGene00018773,89,314,138,187,126,215,149,186,217,286,240,151
WBGene00018774,17,15,9,21,13,5,9,5,12,5,19,6
WBGene00018766,17,5,5,5,4,2,20,7,4,6,14,2
WBGene00200343,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018767,9,14,13,9,8,9,10,11,6,10,16,5
WBGene00018768,1,5,6,2,3,7,9,4,4,5,5,2
WBGene00018776,3499,2955,3653,3798,3563,2595,4551,3321,3692,2679,5374,2456
WBGene00023291,3,6,6,4,8,2,6,1,15,1,11,1
WBGene00018777,850,689,894,1061,858,727,1119,955,878,795,1304,658
WBGene00018778,6798,4862,7221,7099,6058,4527,8768,6532,6119,4644,9832,4058
WBGene00195468,0,0,0,0,0,0,0,2,0,0,0,0
WBGene00010004,3,26,9,24,5,22,8,34,6,13,7,5
WBGene00010006,1469,1246,1436,1721,1267,1165,1837,1744,1290,1250,1849,1114
WBGene00195151,225,255,231,254,204,216,330,290,181,220,277,182
WBGene00010007,2770,4038,2994,3067,2970,2812,3954,2469,3020,2871,4885,2254
WBGene00010008,30,31,31,31,22,17,32,25,23,35,54,27
WBGene00010009,56,70,54,58,30,52,74,57,39,59,73,41
WBGene00010011,322,279,292,360,268,218,372,309,269,234,465,197
WBGene00201638,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018779,114,165,125,146,98,121,132,113,120,132,263,98
WBGene00198765,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018781,959,879,1021,992,1117,850,1409,950,1052,869,1406,721
WBGene00018784,1702,2224,1831,2016,1997,1619,2542,1754,1947,1506,2763,1319
WBGene00018785,1146,917,1172,1212,1254,733,1535,1115,1119,797,1819,770
WBGene00195742,0,0,0,0,0,0,1,0,1,0,0,0
WBGene00196771,0,1,0,1,0,0,0,0,0,0,0,0
WBGene00197814,1,0,0,0,0,1,1,0,1,0,2,0
WBGene00197993,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200860,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010033,3,1,0,0,0,0,7,0,1,1,0,0
WBGene00010034,232,224,299,425,157,184,255,445,251,126,233,178
WBGene00199198,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202241,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010027,3,2,2,1,0,0,1,2,1,0,1,0
WBGene00010028,294,373,307,370,265,244,402,357,217,307,431,210
WBGene00010030,0,3,1,0,0,0,0,1,1,2,0,0
WBGene00010031,6,14,4,6,5,8,7,2,12,11,9,4
WBGene00010032,2,12,1,14,1,6,5,15,2,4,5,3
WBGene00010013,9951,6222,10906,10106,8993,6220,13130,9283,8798,6743,11791,5470
WBGene00010014,15,122,27,57,30,72,32,63,59,97,29,48
WBGene00175034,2,8,3,2,1,1,8,2,7,4,4,0
WBGene00010016,1,2,2,2,0,2,1,2,0,0,2,0
WBGene00077444,0,2,0,0,0,0,0,1,0,1,1,0
WBGene00077600,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010019,48,70,46,55,45,32,58,73,63,82,62,62
WBGene00018789,63,105,59,89,76,111,71,71,104,150,130,56
WBGene00018791,5,10,7,7,4,6,7,5,2,2,6,7
WBGene00018792,16,129,27,61,39,95,43,66,46,99,44,33
WBGene00018795,213,240,205,205,196,194,301,216,173,201,294,122
WBGene00196082,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196177,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201686,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010035,112,338,144,196,198,261,203,248,267,318,244,146
WBGene00014394,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201999,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010037,5381,4839,5326,5536,4869,3777,6390,4945,4718,3656,8171,2933
WBGene00010039,49,90,39,50,34,78,49,55,32,112,51,33
WBGene00010040,1568,1593,1588,1654,1338,1155,2120,1637,1388,1190,2317,1036
WBGene00014392,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014393,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010045,124,250,122,146,109,126,175,197,147,207,166,103
WBGene00045125,1,3,1,2,1,2,0,1,0,0,0,1
WBGene00175035,41,181,42,78,46,136,68,97,95,121,81,83
WBGene00195730,2,0,1,1,1,5,3,3,0,2,4,2
WBGene00197791,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198777,0,0,0,1,2,0,0,0,0,0,1,0
WBGene00010041,991,1862,944,1643,771,1356,1249,1614,756,1170,1168,941
WBGene00010043,13,39,21,29,13,20,31,30,17,17,23,12
WBGene00010044,4063,3771,4226,3944,3578,2934,4761,3377,4193,3381,6248,2421
WBGene00010046,77,415,124,220,156,257,184,207,192,318,186,175
WBGene00195927,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010047,1170,2412,1137,2058,955,1829,1648,2333,1124,2530,1505,1244
WBGene00018805,72,85,91,105,53,62,105,90,57,71,128,50
WBGene00018806,926,791,897,921,853,597,1216,851,823,575,1540,596
WBGene00018808,705,728,748,835,599,587,859,761,663,509,1120,464
WBGene00018809,1,1,3,1,2,1,1,1,3,4,2,0
WBGene00018810,0,0,1,0,0,1,0,0,0,0,1,0
WBGene00018813,468,343,392,390,446,260,508,366,358,229,627,222
WBGene00018814,1046,794,1130,1233,1180,802,1478,1040,1133,1015,1634,743
WBGene00018815,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00044424,1,0,0,1,0,1,0,0,0,0,0,1
WBGene00044425,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195695,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00196073,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00196749,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196757,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198621,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198752,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198953,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201061,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018816,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00201216,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201647,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018817,211,144,249,259,214,155,306,219,192,177,284,124
WBGene00018820,1,1,0,0,0,0,0,0,0,0,0,1
WBGene00018821,2,0,2,1,2,3,1,1,1,2,3,0
WBGene00018822,0,0,0,4,0,0,0,1,0,0,0,0
WBGene00023293,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023294,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010055,8379,5277,8369,6189,7484,3961,10675,6897,7302,3319,11452,3542
WBGene00010057,63,112,70,120,54,101,90,94,60,76,108,68
WBGene00044040,0,4,0,0,3,0,0,1,1,2,0,1
WBGene00195146,11,17,10,14,5,10,14,10,9,14,22,11
WBGene00195341,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197237,0,0,1,0,0,0,0,0,0,0,2,0
WBGene00010048,1075,1104,1140,1018,1057,998,1514,1179,1020,852,1683,728
WBGene00198029,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00198480,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00201944,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010049,2079,3540,2174,3922,1970,2550,2426,4305,2148,2768,3300,2172
WBGene00010050,1732,1348,1702,1662,1393,940,1665,1274,2164,1305,2976,1047
WBGene00010051,1865,1234,1824,1860,1442,953,2360,1761,1284,783,2706,916
WBGene00010052,3541,4231,3871,4308,3555,3087,4810,3847,3938,2959,5884,2687
WBGene00010053,1901,1677,1872,1995,1880,1542,2387,1928,1858,1629,2323,1252
WBGene00199106,0,0,1,0,0,1,1,1,0,0,0,0
WBGene00200104,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018802,2845,2541,3026,3062,2575,2037,3869,2924,2843,2164,4735,1725
WBGene00195000,1,0,2,0,0,1,0,0,0,0,0,0
WBGene00199278,0,0,0,0,0,0,0,1,0,0,1,0
WBGene00010061,12854,9856,13793,13731,12166,8988,17427,13336,11818,9035,17899,7873
WBGene00018823,1194,1376,818,1385,1248,1135,1029,841,1016,1489,1599,1460
WBGene00018824,0,0,0,0,0,0,4,0,0,0,0,0
WBGene00018825,1,2,4,0,1,0,3,2,1,2,4,0
WBGene00197388,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197844,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199243,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200030,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200625,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201361,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201833,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010058,9,5,10,7,4,2,8,5,5,0,6,1
WBGene00010059,278,440,346,383,297,334,396,408,342,307,407,211
WBGene00010060,12,26,11,18,11,15,16,18,17,8,13,7
WBGene00195389,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195740,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196152,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196424,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00196700,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044941,3,3,5,2,2,5,6,1,4,1,6,1
WBGene00044942,4,0,4,3,2,1,4,1,4,0,3,1
WBGene00199619,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00018829,0,1,1,1,1,0,2,1,0,1,0,0
WBGene00018831,449,431,487,482,426,385,617,459,397,347,694,283
WBGene00010069,1,3,4,5,0,2,8,7,1,5,9,4
WBGene00199001,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199747,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010072,64,399,70,188,134,298,117,240,185,411,121,183
WBGene00010073,26,44,36,46,24,39,24,35,38,50,52,25
WBGene00195333,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195913,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202410,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197351,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00199552,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018834,1,0,0,1,0,1,0,0,0,0,0,0
WBGene00018835,124,120,156,119,117,110,172,138,83,117,207,93
WBGene00018836,1264,1230,1374,1352,1234,949,1765,1326,1175,863,1738,758
WBGene00014770,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00199035,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202083,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00077680,3,3,1,2,1,1,2,0,3,2,1,0
WBGene00194932,1,5,2,1,2,0,4,3,1,1,4,4
WBGene00199303,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199675,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010064,469,323,465,311,308,236,508,354,533,176,636,158
WBGene00010065,805,2302,922,1241,799,1532,1138,1415,978,1535,1402,830
WBGene00010066,301,290,228,201,239,205,454,361,218,103,323,127
WBGene00010068,8,16,3,3,4,12,6,18,3,1,15,1
WBGene00045251,13,25,20,11,13,11,21,21,9,10,23,14
WBGene00014395,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014396,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018837,406,459,419,513,360,395,460,464,437,504,613,353
WBGene00018838,9,19,12,12,11,14,15,16,12,4,15,11
WBGene00197863,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044739,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198344,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200904,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018842,4,0,6,2,0,1,1,1,1,0,3,2
WBGene00018844,0,0,1,0,1,1,0,0,1,0,0,0
WBGene00018845,327,273,334,306,274,201,396,256,234,168,460,146
WBGene00044633,94,414,156,215,179,310,196,254,220,333,228,161
WBGene00045247,30,220,51,72,54,134,67,115,81,135,103,71
WBGene00201547,0,1,1,0,2,0,0,1,0,0,0,0
WBGene00201074,0,1,0,0,1,0,0,0,1,1,0,0
WBGene00201820,0,2,2,0,0,0,1,1,1,4,2,0
WBGene00201864,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018839,13,77,21,44,26,52,20,36,39,67,32,24
WBGene00018840,42,152,49,104,75,116,103,102,87,151,117,86
WBGene00018841,39,288,75,109,71,175,85,140,110,215,110,81
